iter	RMSE
302	119.8728401
303	119.8297708
304	119.8060134
305	119.7532572
306	119.6974607
307	119.6331927
308	119.6043162
309	119.5399075
310	119.4741964
311	119.429839
312	119.3618731
313	119.3500554
314	119.3002874
315	119.2361089
316	119.1847882
317	119.1267357
318	119.0782095
319	119.0664919
320	119.0064031
321	118.9740997
322	118.9108655
323	118.8670386
324	118.7843521
325	118.7336555
326	118.6651584
327	118.6382659
328	118.5901005
329	118.5400641
330	118.4788751
331	118.4135912
332	118.3630793
333	118.3522365
334	118.2882933
335	118.2323486
336	118.2124575
337	118.1630657
338	118.1179673
339	118.0698958
340	118.022265
341	117.9690224
342	117.9314169
343	117.8848051
344	117.8738219
345	117.8642474
346	117.8102393
347	117.7668798
348	117.7074455
349	117.6548784
350	117.6024864
351	117.5517398
352	117.5072293
353	117.4498576
354	117.3812354
355	117.3242961
356	117.2551435
357	117.2088498
358	117.1536467
359	117.076156
360	117.0278424
361	116.9757646
362	116.9658632
363	116.92338
364	116.8830374
365	116.8256104
366	116.765188
367	116.7225243
368	116.6744912
369	116.6313023
370	116.5684791
371	116.5086412
372	116.4645021
373	116.4214467
374	116.3778745
375	116.3082658
376	116.258719
377	116.2078026
378	116.1605478
379	116.0968727
380	116.0773189
381	116.029111
382	115.9924456
383	115.9537692
384	115.9066239
385	115.8670208
386	115.8139026
387	115.7886187
388	115.7164404
389	115.6738929
390	115.6121607
391	115.5700385
392	115.5359841
393	115.4944768
394	115.4483339
395	115.4152617
396	115.362669
397	115.3308884
398	115.2658979
399	115.2188722
400	115.2021547
401	115.175382
402	115.13951
403	115.0798191
404	115.0704843
405	115.0612944
406	115.0268183
407	114.9796624
408	114.9056638
409	114.851384
410	114.8085918
411	114.7805488
412	114.7320753
413	114.6866997
414	114.672696
415	114.6007735
416	114.5865963
417	114.5359817
418	114.5145214
419	114.4487014
420	114.387263
421	114.3784318
422	114.3337341
423	114.2968046
424	114.2384118
425	114.2231339
426	114.1696409
427	114.1304726
428	114.0922128
429	114.0527457
430	114.0124293
431	113.9969404
432	113.9876734
433	113.9332875
434	113.8879517
435	113.8467924
436	113.796546
437	113.7406547
438	113.7088675
439	113.6602222
440	113.6069988
441	113.5653695
442	113.5019805
443	113.4585646
444	113.4503538
445	113.4087208
446	113.3571633
447	113.3053024
448	113.2970549
449	113.2591555
450	113.1937208
451	113.1437229
452	113.1008835
453	113.0724951
454	113.0265137
455	112.9763147
456	112.9336999
457	112.8937692
458	112.8447475
459	112.7819906
460	112.7330617
461	112.6863495
462	112.6540142
463	112.5920691
464	112.5370377
465	112.4983696
466	112.4660094
467	112.4212255
468	112.3805836
469	112.339142
470	112.2867305
471	112.2589699
472	112.2084282
473	112.1597182
474	112.109055
475	112.0696775
476	112.0177099
477	111.9731904
478	111.9514534
479	111.9118627
480	111.9033288
481	111.8443042
482	111.8066387
483	111.7656107
484	111.7307123
485	111.6971976
486	111.6800156
487	111.6291781
488	111.5871178
489	111.5409002
490	111.5069426
491	111.4643769
492	111.4272447
493	111.4195146
494	111.376819
495	111.3349031
496	111.2990258
497	111.2453015
498	111.1952352
499	111.1495951
500	111.1083994
501	111.0876047
502	111.0419899
503	110.9922615
504	110.9509316
505	110.9234267
506	110.8569228
507	110.8208152
508	110.779599
509	110.7201621
510	110.6820892
511	110.6472676
512	110.6103181
513	110.5628695
514	110.5325324
515	110.4929927
516	110.4439729
517	110.4049641
518	110.361863
519	110.3170198
520	110.2775322
521	110.2632916
522	110.2459223
523	110.2069487
524	110.1813689
525	110.1420473
526	110.1340204
527	110.1066827
528	110.0679909
529	110.020749
530	109.9771028
531	109.9406663
532	109.8825707
533	109.8239809
534	109.7926151
535	109.7420874
536	109.7056906
537	109.6595438
538	109.6351058
539	109.627321
540	109.5832292
541	109.5536352
542	109.5172201
543	109.4866985
544	109.4600048
545	109.4260519
546	109.3924723
547	109.3589178
548	109.3179884
549	109.3004509
550	109.2576137
551	109.2170515
552	109.1821185
553	109.1313209
554	109.0824752
555	109.0751085
556	109.0601343
557	109.0098301
558	108.9636867
559	108.9278851
560	108.9055492
561	108.8607494
562	108.8070256
563	108.7743179
564	108.7610485
565	108.7259886
566	108.6811738
567	108.6742885
568	108.6404243
569	108.5903521
570	108.5594162
571	108.5232757
572	108.4803925
573	108.4419687
574	108.4044509
575	108.3918871
576	108.3566129
577	108.3080651
578	108.2760022
579	108.2349506
580	108.1904875
581	108.1382319
582	108.1032837
583	108.0589936
584	108.0255484
585	107.9790902
586	107.9486155
587	107.9231337
588	107.8829137
589	107.8622353
590	107.8488883
591	107.8418866
592	107.8039053
593	107.767943
594	107.7366841
595	107.6909839
596	107.6839065
597	107.6506366
598	107.6148317
599	107.5826266
600	107.547993
601	107.5136516
602	107.4784937
603	107.4446874
604	107.4059077
605	107.3780136
606	107.3466958
607	107.310079
608	107.3031879
609	107.2561005
610	107.2231763
611	107.1845766
612	107.1549502
613	107.142448
614	107.1293447
615	107.095157
616	107.0727797
617	107.037946
618	107.0014919
619	106.9798923
620	106.9535102
621	106.911074
622	106.904439
623	106.8722587
624	106.8410022
625	106.807729
626	106.7742564
627	106.7434133
628	106.6971802
629	106.6753414
630	106.6476136
631	106.612686
632	106.5837919
633	106.5404607
634	106.5073957
635	106.4812932
636	106.4438365
637	106.4063962
638	106.3999097
639	106.3684848
640	106.3382192
641	106.3080522
642	106.2686737
643	106.2284653
644	106.197508
645	106.1741322
646	106.1231758
647	106.0936935
648	106.0620303
649	106.0203228
650	106.0139276
651	105.9757577
652	105.9401127
653	105.900815
654	105.858048
655	105.8210193
656	105.7892159
657	105.7639871
658	105.7362567
659	105.72966
660	105.7000208
661	105.6548965
662	105.608354
663	105.5774455
664	105.5308491
665	105.4932473
666	105.4605608
667	105.4280461
668	105.3855621
669	105.3447011
670	105.301221
671	105.2637642
672	105.2257579
673	105.1982554
674	105.1669042
675	105.1449693
676	105.106297
677	105.0675231
678	105.0322073
679	105.0266882
680	105.0052117
681	104.9959834
682	104.9524063
683	104.9233389
684	104.8961015
685	104.8764559
686	104.8502633
687	104.8205127
688	104.7749018
689	104.7692533
690	104.7498153
691	104.7020196
692	104.6704523
693	104.630134
694	104.5838818
695	104.5399063
696	104.5025135
697	104.4707698
698	104.4368066
699	104.4258409
700	104.3930253
701	104.3583132
702	104.3523854
703	104.324508
704	104.2844531
705	104.2527447
706	104.2231246
707	104.1835882
708	104.1591339
709	104.1276339
710	104.0936778
711	104.0636838
712	104.0312723
713	104.0027799
714	103.9636696
715	103.9577948
716	103.9288367
717	103.8892492
718	103.8788872
719	103.8479177
720	103.8131514
721	103.7790586
722	103.7555674
723	103.7260726
724	103.6888069
725	103.6627144
726	103.65726
727	103.6183255
728	103.6080081
729	103.5767528
730	103.5430064
731	103.512505
732	103.481812
733	103.4735989
734	103.4440641
735	103.419818
736	103.4010749
737	103.3778557
738	103.3392482
739	103.3015194
740	103.2730339
741	103.2435446
742	103.2093854
743	103.1776848
744	103.1511353
745	103.1141178
746	103.0704688
747	103.0376601
748	103.0003781
749	102.9678658
750	102.9391596
751	102.902628
752	102.8683105
753	102.8402652
754	102.8181007
755	102.7736379
756	102.7519584
757	102.7178654
758	102.6808329
759	102.6748182
760	102.6475775
761	102.6283132
762	102.5809361
763	102.5714073
764	102.538509
765	102.5121013
766	102.4802111
767	102.4743103
768	102.4292199
769	102.4203314
770	102.3781424
771	102.3726366
772	102.3399436
773	102.308567
774	102.3028495
775	102.2773483
776	102.255014
777	102.2329815
778	102.2001091
779	102.1741631
780	102.1499768
781	102.1108149
782	102.0781284
783	102.0433055
784	102.022829
785	101.9813228
786	101.9465443
787	101.9171265
788	101.8812212
789	101.8762142
790	101.8352325
791	101.7999266
792	101.7946709
793	101.7621828
794	101.7282873
795	101.7097399
796	101.681177
797	101.6528463
798	101.6185251
799	101.5977616
800	101.5747413
801	101.5524209
802	101.5295736
803	101.5000739
804	101.4767218
805	101.4459486
806	101.4391978
807	101.410722
808	101.3795895
809	101.3520762
810	101.3202014
811	101.2848348
812	101.2794531
813	101.2520021
814	101.2112473
815	101.1824949
816	101.1406408
817	101.1118644
818	101.0896655
819	101.065913
820	101.0611295
821	101.0431934
822	101.0078179
823	100.9810425
824	100.953951
825	100.939927
826	100.9165847
827	100.8828743
828	100.8540877
829	100.8115712
830	100.7757918
831	100.7407381
832	100.7160527
833	100.6847197
834	100.6486701
835	100.6204263
836	100.5920808
837	100.5644736
838	100.5403826
839	100.5086174
840	100.4632751
841	100.4373393
842	100.4018823
843	100.3613037
844	100.3407634
845	100.3022137
846	100.2824538
847	100.2586509
848	100.2256012
849	100.193807
850	100.1666487
851	100.1113716
852	100.0748666
853	100.0695901
854	100.0417174
855	100.0037868
856	99.9749304
857	99.95132508
858	99.91850342
859	99.89658883
860	99.87570228
861	99.85205433
862	99.82014185
863	99.81177791
864	99.79720141
865	99.76915461
866	99.72850265
867	99.70427301
868	99.67826412
869	99.6576281
870	99.63367973
871	99.61133232
872	99.58136825
873	99.56257218
874	99.52852617
875	99.49933126
876	99.46685661
877	99.46163806
878	99.42805182
879	99.42299142
880	99.41635608
881	99.39526632
882	99.36729476
883	99.34360012
884	99.31149564
885	99.28410078
886	99.26733339
887	99.22267425
888	99.1982654
889	99.17204653
890	99.14652257
891	99.14176133
892	99.11730309
893	99.11263787
894	99.08871274
895	99.06844353
896	99.03851738
897	99.00960606
898	98.97592052
899	98.9465755
900	98.92558236
901	98.89354754
902	98.86069987
903	98.81322053
904	98.78537018
905	98.75765971
906	98.72793411
907	98.70294072
908	98.68357091
909	98.65345061
910	98.62107847
911	98.59601607
912	98.56520297
913	98.53709233
914	98.50317767
915	98.49571031
916	98.46833035
917	98.43933134
918	98.41148206
919	98.40715759
920	98.36698724
921	98.33072687
922	98.30048021
923	98.2696187
924	98.23999502
925	98.21079787
926	98.18637608
927	98.15878254
928	98.12917676
929	98.09534752
930	98.06826811
931	98.04525267
932	98.02100038
933	97.98558478
934	97.96299372
935	97.92573162
936	97.90283349
937	97.87877376
938	97.85718593
939	97.82619442
940	97.80368128
941	97.78114131
942	97.75877727
943	97.72328087
944	97.68815823
945	97.66579203
946	97.64499983
947	97.62375931
948	97.61895415
949	97.5967588
950	97.58035627
951	97.54701624
952	97.54230974
953	97.52652546
954	97.5081537
955	97.48358639
956	97.45992276
957	97.42731308
958	97.39308679
959	97.36947852
960	97.34553343
961	97.30493844
962	97.28282642
963	97.26341454
964	97.25648625
965	97.23079842
966	97.21135914
967	97.19081813
968	97.1532351
969	97.12580447
970	97.0869458
971	97.0600581
972	97.02393243
973	96.97916267
974	96.95821132
975	96.92806871
976	96.8882755
977	96.86085396
978	96.83363926
979	96.82898946
980	96.80232548
981	96.77471815
982	96.77013808
983	96.75109045
984	96.72617856
985	96.68949764
986	96.6721746
987	96.64386655
988	96.63987144
989	96.61940182
990	96.60037554
991	96.58334382
992	96.55419466
993	96.53168032
994	96.50262168
995	96.47922085
996	96.44475684
997	96.41541794
998	96.39217765
999	96.37613155
